Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Popayán,15.05,98,1015,0.75,overcast clouds,25/12/2025 5:16:01
Pasto,12.88,98,1016,0.43,overcast clouds,25/12/2025 5:16:01
Mocoa,20.16,92,1010,1.3,overcast clouds,25/12/2025 5:16:02
Tunja,8.03,92,1016,0.76,overcast clouds,25/12/2025 5:16:02
Yopal,21.55,69,1010,1.27,overcast clouds,25/12/2025 5:16:02
Villavicencio,24.25,82,1011,1.64,overcast clouds,25/12/2025 5:16:02
Leticia,23.03,100,1008,2.24,clear sky,25/12/2025 5:16:03
San Andrés,26.09,78,1012,5.14,light intensity shower rain,25/12/2025 5:16:03
Quibdó,25.1,94,1011,0.45,overcast clouds,25/12/2025 5:16:03
Mitú,18.69,84,1009,0.99,overcast clouds,25/12/2025 5:16:04
Puerto Carreño,23.99,83,1009,3.58,clear sky,25/12/2025 5:16:04
Inírida,22.23,73,1008,0.45,overcast clouds,25/12/2025 5:16:04
Bogota,13.15,97,1016,0.45,overcast clouds,25/12/2025 6:13:23
Medellín,17.34,94,1015,2.24,scattered clouds,25/12/2025 6:11:19
Santiago de Cali,17.21,94,1014,1.54,overcast clouds,25/12/2025 6:12:16
Barranquilla,24.88,88,1010,2.57,clear sky,25/12/2025 6:11:13
Cartagena,24.79,88,1010,4.47,clear sky,25/12/2025 6:15:48
Cúcuta,21.97,100,1015,2.24,fog,25/12/2025 6:15:54
Bucaramanga,19.49,82,1015,2.06,haze,25/12/2025 6:15:56
Pereira,16.99,96,1015,4.92,fog,25/12/2025 6:15:00
Manizales,10.02,98,1016,0.45,overcast clouds,25/12/2025 6:15:56
Armenia,16.14,88,1015,3.58,overcast clouds,25/12/2025 6:15:56
Santa Marta,22.75,66,1011,3.58,few clouds,25/12/2025 6:15:44
Riohacha,23.95,83,1013,1.79,few clouds,25/12/2025 6:15:57
Valledupar,23.83,78,1012,4.63,clear sky,25/12/2025 6:15:46
Montería,23.29,100,1010,0.63,scattered clouds,25/12/2025 6:15:57
Sincelejo,22.32,92,1011,2.08,broken clouds,25/12/2025 6:15:48
Neiva,24.89,88,1011,1.54,overcast clouds,25/12/2025 6:15:58
Florencia,23.59,88,1010,1.03,clear sky,25/12/2025 6:15:58
Popayán,15.22,97,1015,0.42,overcast clouds,25/12/2025 6:15:58
Pasto,13.44,98,1016,0.45,overcast clouds,25/12/2025 6:15:58
Mocoa,19.46,93,1011,1.73,overcast clouds,25/12/2025 6:15:58
Tunja,7.83,93,1017,0.61,overcast clouds,25/12/2025 6:15:59
Yopal,21.4,69,1011,1.46,overcast clouds,25/12/2025 6:13:48
Villavicencio,23.99,84,1012,1.85,overcast clouds,25/12/2025 6:15:59
Leticia,23.02,100,1008,2.24,broken clouds,25/12/2025 6:15:59
San Andrés,23.87,78,1013,5.14,light rain,25/12/2025 6:16:00
Quibdó,25.1,94,1012,0.51,fog,25/12/2025 6:16:00
Mitú,17.86,85,1010,0.78,overcast clouds,25/12/2025 6:16:00
Puerto Carreño,22.99,88,1010,3.6,clear sky,25/12/2025 6:16:00
Inírida,22.23,73,1009,0.45,overcast clouds,25/12/2025 6:15:46
Bogota,13.15,97,1017,0.45,overcast clouds,25/12/2025 7:15:10
Medellín,17.34,90,1016,2.24,fog,25/12/2025 7:12:20
Santiago de Cali,18.32,94,1015,1.54,mist,25/12/2025 7:15:46
Barranquilla,24.88,88,1011,2.06,clear sky,25/12/2025 7:12:36
Cartagena,24.79,88,1011,4.47,clear sky,25/12/2025 7:15:16
Cúcuta,21.97,100,1015,2.24,fog,25/12/2025 7:15:57
Bucaramanga,19.49,82,1015,2.57,haze,25/12/2025 7:15:58
Pereira,16.68,94,1016,4.92,overcast clouds,25/12/2025 7:15:00
Manizales,10.84,97,1017,0.45,overcast clouds,25/12/2025 7:15:59
Armenia,16.21,90,1016,3.58,fog,25/12/2025 7:15:05
Santa Marta,22.75,78,1012,1.03,few clouds,25/12/2025 7:14:50
Riohacha,23.95,83,1014,1.79,few clouds,25/12/2025 7:16:01
Valledupar,23.83,78,1012,4.63,clear sky,25/12/2025 7:16:01
Montería,21.63,100,1011,0.58,scattered clouds,25/12/2025 7:16:01
Sincelejo,22.54,93,1012,2.48,broken clouds,25/12/2025 7:16:01
Neiva,24.89,88,1012,1.34,scattered clouds,25/12/2025 7:16:02
Florencia,23.04,86,1010,1.48,overcast clouds,25/12/2025 7:16:03
Popayán,15.49,97,1016,0.28,overcast clouds,25/12/2025 7:16:03
Pasto,12.33,95,1017,0.21,overcast clouds,25/12/2025 7:16:03
Mocoa,21.18,91,1012,1.44,overcast clouds,25/12/2025 7:16:03
Tunja,8.77,90,1018,0.75,overcast clouds,25/12/2025 7:16:05
Yopal,23.3,63,1012,1.1,overcast clouds,25/12/2025 7:15:43
Villavicencio,24.68,83,1013,1.44,overcast clouds,25/12/2025 7:16:05
Leticia,23.95,100,1009,2.24,scattered clouds,25/12/2025 7:14:02
San Andrés,24.42,78,1014,4.92,scattered clouds,25/12/2025 7:16:06
Quibdó,25.1,94,1013,1.03,fog,25/12/2025 7:13:40
Mitú,20.91,79,1011,1.5,overcast clouds,25/12/2025 7:16:07
Puerto Carreño,23.99,83,1011,3.58,clear sky,25/12/2025 7:16:08
Inírida,22.23,73,1011,0.45,overcast clouds,25/12/2025 7:16:08
Bogota,13.15,97,1017,0.45,overcast clouds,25/12/2025 8:05:16
Medellín,17.26,92,1016,2.24,few clouds,25/12/2025 8:15:34
Santiago de Cali,18.88,94,1016,1.03,mist,25/12/2025 8:11:55
Barranquilla,26.88,78,1011,4.63,clear sky,25/12/2025 8:15:21
Cartagena,26.79,78,1012,4.47,clear sky,25/12/2025 8:15:00
Cúcuta,22.97,100,1016,2.24,fog,25/12/2025 8:15:58
Bucaramanga,19.49,82,1015,3.09,haze,25/12/2025 8:15:58
Pereira,17.15,92,1016,4.92,overcast clouds,25/12/2025 8:13:45
Manizales,13.39,100,1017,1.54,fog,25/12/2025 8:14:15
Armenia,16.15,91,1016,3.58,overcast clouds,25/12/2025 8:15:47
Santa Marta,24.97,63,1012,2.24,clear sky,25/12/2025 8:16:00
Riohacha,23.95,83,1014,3.09,clear sky,25/12/2025 8:16:00
Valledupar,25.83,69,1014,5.14,clear sky,25/12/2025 8:16:00
Montería,24.95,100,1011,1.03,scattered clouds,25/12/2025 8:16:01
Sincelejo,24.12,87,1012,2.63,scattered clouds,25/12/2025 8:16:01
Neiva,24.89,88,1013,1.34,few clouds,25/12/2025 8:16:01
Florencia,24.59,83,1011,0.51,overcast clouds,25/12/2025 8:16:02
Popayán,15.95,97,1017,0.77,overcast clouds,25/12/2025 8:16:02
Pasto,15.66,95,1017,0.45,overcast clouds,25/12/2025 8:16:03
Mocoa,23.18,81,1012,0.26,overcast clouds,25/12/2025 8:16:03
Tunja,10.13,81,1017,0.85,clear sky,25/12/2025 8:16:04
Yopal,26.38,54,1012,1.49,overcast clouds,25/12/2025 8:16:04
Villavicencio,25.94,79,1014,0.9,scattered clouds,25/12/2025 8:16:04
Leticia,25,94,1010,3.09,scattered clouds,25/12/2025 8:16:05
San Andrés,24.98,78,1014,5.66,scattered clouds,25/12/2025 8:16:05
Quibdó,25.1,94,1013,0.51,fog,25/12/2025 8:16:05
Mitú,24.09,64,1011,2.07,overcast clouds,25/12/2025 8:12:31
Puerto Carreño,26.99,74,1011,4.63,clear sky,25/12/2025 8:16:06
Inírida,27.23,67,1011,1.79,broken clouds,25/12/2025 8:16:07
Bogota,13.15,94,1017,2.68,overcast clouds,25/12/2025 9:05:38
Medellín,17.24,92,1016,2.24,overcast clouds,25/12/2025 9:15:55
Santiago de Cali,18.88,94,1015,1.03,fog,25/12/2025 9:11:40
Barranquilla,27.88,69,1012,3.09,clear sky,25/12/2025 9:15:56
Cartagena,27.79,74,1012,4.47,clear sky,25/12/2025 9:12:08
Cúcuta,23.97,88,1016,3.09,fog,25/12/2025 9:15:00
Bucaramanga,22.27,73,1016,0,haze,25/12/2025 9:15:56
Pereira,16.19,92,1016,4.92,light rain,25/12/2025 9:15:00
Manizales,13.46,100,1017,1.34,overcast clouds,25/12/2025 9:15:57
Armenia,15.6,91,1016,3.58,light rain,25/12/2025 9:15:57
Santa Marta,28.3,60,1012,4.47,clear sky,25/12/2025 9:15:57
Riohacha,25.62,73,1014,6.17,scattered clouds,25/12/2025 9:15:57
Valledupar,26.83,65,1014,6.69,clear sky,25/12/2025 9:15:58
Montería,26.95,89,1012,1.03,broken clouds,25/12/2025 9:15:58
Sincelejo,26.13,83,1012,2.84,scattered clouds,25/12/2025 9:15:58
Neiva,24.89,88,1013,2.24,few clouds,25/12/2025 9:13:36
Florencia,26.59,78,1011,1.54,broken clouds,25/12/2025 9:15:59
Popayán,16.65,93,1017,0.72,overcast clouds,25/12/2025 9:15:59
Pasto,14.55,93,1017,1.34,light rain,25/12/2025 9:14:42
Mocoa,24,76,1012,0.66,overcast clouds,25/12/2025 9:16:00
Tunja,11.24,73,1016,1.16,clear sky,25/12/2025 9:16:00
Yopal,28.2,47,1012,3.31,broken clouds,25/12/2025 9:16:00
Villavicencio,26.88,76,1013,1.54,scattered clouds,25/12/2025 9:16:01
Leticia,26.03,100,1011,4.12,scattered clouds,25/12/2025 9:16:01
San Andrés,25.54,83,1015,6.17,light rain,25/12/2025 9:16:01
Quibdó,25.1,94,1012,1.54,broken clouds,25/12/2025 9:16:02
Mitú,26.47,54,1011,2.35,overcast clouds,25/12/2025 9:16:02
Puerto Carreño,27.99,69,1011,5.14,clear sky,25/12/2025 9:16:02
Inírida,27.23,67,1011,1.79,broken clouds,25/12/2025 9:16:02
Bogota,13.73,82,1015,2.57,overcast clouds,25/12/2025 10:03:16
Medellín,19.6,77,1015,1.79,broken clouds,25/12/2025 10:13:07
Santiago de Cali,20,94,1015,3.09,light rain,25/12/2025 10:13:00
Barranquilla,29.88,58,1012,2.57,clear sky,25/12/2025 10:13:53
Cartagena,29.79,66,1012,4.47,clear sky,25/12/2025 10:13:00
Cúcuta,23.97,83,1015,3.6,fog,25/12/2025 10:15:57
Bucaramanga,22.27,73,1015,2.57,scattered clouds,25/12/2025 10:13:52
Pereira,17.51,95,1016,4.92,overcast clouds,25/12/2025 10:11:45
Manizales,14.02,100,1017,0.45,overcast clouds,25/12/2025 10:15:58
Armenia,17.78,95,1016,3.09,fog,25/12/2025 10:13:45
Santa Marta,30.5,57,1012,5.36,clear sky,25/12/2025 10:14:49
Riohacha,27.84,69,1013,5.81,scattered clouds,25/12/2025 10:14:50
Valledupar,29.83,51,1013,7.2,clear sky,25/12/2025 10:15:59
Montería,28.95,79,1012,0,scattered clouds,25/12/2025 10:15:36
Sincelejo,27.93,74,1012,2.52,few clouds,25/12/2025 10:15:00
Neiva,24.89,88,1013,3.6,scattered clouds,25/12/2025 10:15:28
Florencia,27.59,74,1011,1.54,scattered clouds,25/12/2025 10:16:02
Popayán,18.55,81,1016,1.74,overcast clouds,25/12/2025 10:16:02
Pasto,13.99,92,1017,1.79,light rain,25/12/2025 10:12:38
Mocoa,24.1,74,1012,1.1,overcast clouds,25/12/2025 10:15:49
Tunja,12.57,67,1015,1.46,few clouds,25/12/2025 10:14:47
Yopal,29.48,43,1011,3.72,scattered clouds,25/12/2025 10:15:44
Villavicencio,27.92,70,1013,2.41,scattered clouds,25/12/2025 10:15:00
Leticia,28.03,94,1010,3.6,broken clouds,25/12/2025 10:16:04
San Andrés,27.2,74,1015,7.2,light rain,25/12/2025 10:16:05
Quibdó,25.1,94,1012,1.54,broken clouds,25/12/2025 10:16:05
Mitú,29.24,48,1011,2.42,overcast clouds,25/12/2025 10:16:05
Puerto Carreño,29.99,62,1011,5.66,clear sky,25/12/2025 10:16:06
Inírida,30.01,58,1011,2.24,overcast clouds,25/12/2025 10:16:07
Bogota,16.53,63,1014,1.03,broken clouds,25/12/2025 11:15:14
Medellín,20.04,75,1014,1.79,overcast clouds,25/12/2025 11:13:19
Santiago de Cali,20,94,1015,4.63,moderate rain,25/12/2025 11:13:47
Barranquilla,30.88,58,1012,3.6,clear sky,25/12/2025 11:15:56
Cartagena,29.79,66,1012,4.47,few clouds,25/12/2025 11:11:55
Cúcuta,24.97,78,1015,2.06,fog,25/12/2025 11:14:31
Bucaramanga,24.49,64,1014,3.09,scattered clouds,25/12/2025 11:14:04
Pereira,18.54,91,1016,4.92,mist,25/12/2025 11:11:26
Manizales,15.7,100,1016,2.06,moderate rain,25/12/2025 11:15:58
Armenia,16.95,96,1016,2.68,fog,25/12/2025 11:15:58
Santa Marta,29.66,61,1012,6.26,clear sky,25/12/2025 11:15:59
Riohacha,27.84,69,1013,5.81,scattered clouds,25/12/2025 11:15:44
Valledupar,30.83,45,1013,7.72,clear sky,25/12/2025 11:13:06
Montería,31.95,58,1011,1.54,scattered clouds,25/12/2025 11:15:59
Sincelejo,29.14,67,1011,2.31,few clouds,25/12/2025 11:11:04
Neiva,24.89,88,1012,4.63,scattered clouds,25/12/2025 11:16:00
Florencia,27.59,69,1011,2.06,broken clouds,25/12/2025 11:15:51
Popayán,19.13,80,1015,2.27,overcast clouds,25/12/2025 11:11:07
Pasto,13.99,93,1017,1.34,light rain,25/12/2025 11:16:01
Mocoa,25.88,69,1011,1.47,overcast clouds,25/12/2025 11:16:01
Tunja,14,63,1014,1.68,scattered clouds,25/12/2025 11:16:02
Yopal,30.37,41,1010,4.13,broken clouds,25/12/2025 11:16:02
Villavicencio,29.6,65,1012,2.27,scattered clouds,25/12/2025 11:16:03
Leticia,30,89,1010,3.58,broken clouds,25/12/2025 11:12:35
San Andrés,27.76,74,1015,7.72,few clouds,25/12/2025 11:16:04
Quibdó,25.1,94,1012,1.54,broken clouds,25/12/2025 11:16:04
Mitú,30.36,44,1010,2.39,overcast clouds,25/12/2025 11:16:04
Puerto Carreño,30.38,61,1011,5.47,few clouds,25/12/2025 11:16:04
Inírida,30.01,58,1010,2.24,broken clouds,25/12/2025 11:16:05
Bogota,16.53,63,1012,2.24,scattered clouds,25/12/2025 12:15:01
Medellín,21.21,67,1014,2.06,broken clouds,25/12/2025 12:12:11
Santiago de Cali,20,94,1014,2.57,light rain,25/12/2025 12:12:05
Barranquilla,30.88,58,1011,4.12,clear sky,25/12/2025 12:15:55
Cartagena,31.79,58,1011,4.47,few clouds,25/12/2025 12:15:38
Cúcuta,27.97,65,1014,1.03,broken clouds,25/12/2025 12:14:31
Bucaramanga,24.49,64,1013,3.09,scattered clouds,25/12/2025 12:11:27
Pereira,19.22,97,1015,4.92,light intensity drizzle,25/12/2025 12:14:11
Manizales,14.34,100,1016,1.79,heavy intensity rain,25/12/2025 12:15:56
Armenia,18.2,94,1015,1.54,moderate rain,25/12/2025 12:15:28
Santa Marta,29.66,63,1011,6.26,clear sky,25/12/2025 12:15:45
Riohacha,27.84,69,1011,5.81,scattered clouds,25/12/2025 12:15:57
Valledupar,31.83,40,1012,7.72,clear sky,25/12/2025 12:13:41
Montería,32.95,52,1011,1.03,broken clouds,25/12/2025 12:15:58
Sincelejo,29.92,58,1011,1.88,few clouds,25/12/2025 12:15:58
Neiva,24.89,88,1011,6.26,overcast clouds,25/12/2025 12:14:04
Florencia,28.59,70,1011,0.51,broken clouds,25/12/2025 12:15:58
Popayán,19.18,84,1015,1.85,overcast clouds,25/12/2025 12:15:58
Pasto,12.09,91,1016,1.5,light rain,25/12/2025 12:15:59
Mocoa,26.25,68,1010,2.15,overcast clouds,25/12/2025 12:15:59
Tunja,14.65,64,1013,1.93,scattered clouds,25/12/2025 12:15:59
Yopal,30.52,40,1009,3.96,broken clouds,25/12/2025 12:15:59
Villavicencio,29.95,63,1011,1.7,scattered clouds,25/12/2025 12:15:59
Leticia,31,84,1008,3.58,broken clouds,25/12/2025 12:16:00
San Andrés,30.01,70,1014,6.17,light rain,25/12/2025 12:13:23
Quibdó,25.1,94,1011,2.57,broken clouds,25/12/2025 12:16:00
Mitú,31.47,41,1008,2.16,overcast clouds,25/12/2025 12:13:44
Puerto Carreño,31.99,51,1009,5.14,clear sky,25/12/2025 12:16:01
Inírida,30.98,46,1009,2.01,broken clouds,25/12/2025 12:16:01
Bogota,16.53,62,1012,2.24,broken clouds,25/12/2025 13:15:54
Medellín,21.2,71,1013,1.79,scattered clouds,25/12/2025 13:15:54
Santiago de Cali,20,94,1012,3.6,light intensity drizzle,25/12/2025 13:11:12
Barranquilla,30.88,58,1010,3.6,clear sky,25/12/2025 13:15:55
Cartagena,31.79,62,1010,5.66,clear sky,25/12/2025 13:15:03
Cúcuta,28.97,58,1013,3.09,broken clouds,25/12/2025 13:15:31
Bucaramanga,24.49,64,1013,2.24,scattered clouds,25/12/2025 13:15:56
Pereira,18.42,100,1012,5.14,light intensity drizzle,25/12/2025 13:14:45
Manizales,15.75,100,1015,1.79,fog,25/12/2025 13:15:13
Armenia,18.2,94,1013,4.12,fog,25/12/2025 13:15:58
Santa Marta,29.91,58,1009,6.26,few clouds,25/12/2025 13:15:58
Riohacha,27.84,69,1010,5.81,scattered clouds,25/12/2025 13:15:59
Valledupar,32.83,35,1011,7.72,few clouds,25/12/2025 13:15:59
Montería,32.95,52,1009,1.54,scattered clouds,25/12/2025 13:15:59
Sincelejo,30.79,54,1009,1.24,few clouds,25/12/2025 13:16:00
Neiva,28.78,61,1010,6.26,scattered clouds,25/12/2025 13:16:00
Florencia,29.59,66,1009,0.51,overcast clouds,25/12/2025 13:16:01
Popayán,18.62,90,1014,1.4,overcast clouds,25/12/2025 13:13:40
Pasto,12.33,91,1015,1.79,light rain,25/12/2025 13:15:08
Mocoa,25.8,73,1010,1.31,overcast clouds,25/12/2025 13:16:02
Tunja,14.62,67,1012,1.94,scattered clouds,25/12/2025 13:16:02
Yopal,30.7,39,1008,3.49,broken clouds,25/12/2025 13:15:44
Villavicencio,30.31,60,1010,1.09,scattered clouds,25/12/2025 13:16:02
Leticia,31,84,1007,3.6,broken clouds,25/12/2025 13:14:10
San Andrés,30.01,66,1014,5.14,light rain,25/12/2025 13:16:03
Quibdó,25.1,94,1010,2.24,broken clouds,25/12/2025 13:15:10
Mitú,31.46,38,1007,2.15,overcast clouds,25/12/2025 13:16:04
Puerto Carreño,31.08,51,1008,4.92,few clouds,25/12/2025 13:16:04
Inírida,32.23,42,1007,1.34,broken clouds,25/12/2025 13:15:58
Bogota,16.53,62,1011,2.24,overcast clouds,25/12/2025 14:06:45
Medellín,21.86,67,1012,1.79,light rain,25/12/2025 14:14:59
Santiago de Cali,21,83,1011,2.57,light intensity drizzle,25/12/2025 14:14:59
Barranquilla,30.88,58,1009,4.63,few clouds,25/12/2025 14:15:56
Cartagena,31.79,58,1008,6.17,few clouds,25/12/2025 14:11:03
Cúcuta,29.97,58,1011,5.14,broken clouds,25/12/2025 14:14:52
Bucaramanga,24.49,64,1012,3.09,scattered clouds,25/12/2025 14:15:57
Pereira,18.42,100,1012,2.06,fog,25/12/2025 14:15:45
Manizales,15.75,100,1013,4.63,fog,25/12/2025 14:15:58
Armenia,17.86,94,1012,4.02,fog,25/12/2025 14:15:04
Santa Marta,29.91,57,1008,6.26,few clouds,25/12/2025 14:14:38
Riohacha,27.84,69,1009,5.81,scattered clouds,25/12/2025 14:11:53
Valledupar,33.83,33,1009,6.17,clear sky,25/12/2025 14:15:57
Montería,33.95,49,1008,1.54,scattered clouds,25/12/2025 14:15:59
Sincelejo,31.3,53,1008,0.82,few clouds,25/12/2025 14:15:00
Neiva,28.78,61,1008,6.26,overcast clouds,25/12/2025 14:16:00
Florencia,28.59,70,1008,1.54,overcast clouds,25/12/2025 14:16:00
Popayán,18.61,92,1013,1.21,overcast clouds,25/12/2025 14:16:01
Pasto,14.55,94,1014,1.34,light rain,25/12/2025 14:16:02
Mocoa,25.88,71,1008,0.86,overcast clouds,25/12/2025 14:16:02
Tunja,14.5,68,1011,1.57,broken clouds,25/12/2025 14:16:02
Yopal,29.94,44,1007,2.89,overcast clouds,25/12/2025 14:16:02
Villavicencio,30.16,64,1009,1.86,overcast clouds,25/12/2025 14:16:03
Leticia,31,74,1006,3.58,broken clouds,25/12/2025 14:16:03
San Andrés,30.01,70,1013,6.17,light rain,25/12/2025 14:16:04
Quibdó,25.1,94,1009,2.57,light rain,25/12/2025 14:16:04
Mitú,32.02,37,1005,2.09,scattered clouds,25/12/2025 14:16:04
Puerto Carreño,32.99,46,1006,4.92,clear sky,25/12/2025 14:16:05
Inírida,32.23,42,1006,1.34,overcast clouds,25/12/2025 14:16:06
Bogota,16.53,62,1011,7.2,scattered clouds,25/12/2025 15:08:06
Medellín,22.57,62,1010,2.57,few clouds,25/12/2025 15:14:17
Santiago de Cali,18.88,83,1010,1.03,drizzle,25/12/2025 15:14:59
Barranquilla,29.88,66,1008,6.17,few clouds,25/12/2025 15:15:55
Cartagena,31.79,58,1008,6.69,few clouds,25/12/2025 15:15:56
Cúcuta,26.97,61,1010,4.92,broken clouds,25/12/2025 15:15:56
Bucaramanga,24.49,64,1011,2.57,broken clouds,25/12/2025 15:15:56
Pereira,18.96,94,1011,3.09,overcast clouds,25/12/2025 15:12:44
Manizales,14.65,100,1012,4.47,fog,25/12/2025 15:15:17
Armenia,17.84,94,1012,3.58,broken clouds,25/12/2025 15:15:57
Santa Marta,31.08,59,1008,2.57,few clouds,25/12/2025 15:13:09
Riohacha,27.84,69,1009,5.81,few clouds,25/12/2025 15:14:55
Valledupar,33.83,33,1008,7.2,few clouds,25/12/2025 15:11:21
Montería,33.95,49,1007,1.54,scattered clouds,25/12/2025 15:15:59
Sincelejo,31.52,53,1007,2.23,few clouds,25/12/2025 15:15:59
Neiva,28.78,61,1008,6.26,clear sky,25/12/2025 15:11:05
Florencia,28.59,70,1007,1.54,broken clouds,25/12/2025 15:15:58
Popayán,18.32,93,1012,1.67,overcast clouds,25/12/2025 15:16:00
Pasto,15.66,94,1014,1.79,light rain,25/12/2025 15:14:48
Mocoa,25.2,73,1007,0.54,overcast clouds,25/12/2025 15:16:00
Tunja,14.03,71,1011,1.62,broken clouds,25/12/2025 15:16:01
Yopal,28.48,50,1006,2.39,overcast clouds,25/12/2025 15:16:01
Villavicencio,29.52,67,1008,2,overcast clouds,25/12/2025 15:14:45
Leticia,28.02,78,1005,4.12,broken clouds,25/12/2025 15:16:02
San Andrés,26.65,70,1012,5.81,scattered clouds,25/12/2025 15:16:02
Quibdó,25.1,94,1008,2.24,light rain,25/12/2025 15:16:03
Mitú,31.75,37,1004,2.08,broken clouds,25/12/2025 15:16:03
Puerto Carreño,32.99,46,1006,4.92,clear sky,25/12/2025 15:16:03
Inírida,32.23,42,1005,1.34,overcast clouds,25/12/2025 15:11:41
Bogota,16.53,62,1011,7.15,broken clouds,25/12/2025 16:07:19
Medellín,22.63,64,1010,2.57,few clouds,25/12/2025 16:11:22
Santiago de Cali,20,88,1010,1.54,drizzle,25/12/2025 16:11:00
Barranquilla,28.88,70,1008,7.2,few clouds,25/12/2025 16:15:44
Cartagena,30.79,62,1008,4.63,clear sky,25/12/2025 16:15:52
Cúcuta,26.97,61,1011,4.92,broken clouds,25/12/2025 16:15:56
Bucaramanga,24.49,64,1011,2.57,scattered clouds,25/12/2025 16:15:57
Pereira,19.12,90,1011,2.68,moderate rain,25/12/2025 16:15:57
Manizales,14.34,100,1012,4.47,moderate rain,25/12/2025 16:15:57
Armenia,17.84,94,1012,3.58,moderate rain,25/12/2025 16:13:12
Santa Marta,29.23,61,1008,5.81,few clouds,25/12/2025 16:15:58
Riohacha,27.84,69,1009,5.81,few clouds,25/12/2025 16:15:58
Valledupar,33.83,33,1007,6.69,few clouds,25/12/2025 16:13:18
Montería,33.95,46,1007,1.03,few clouds,25/12/2025 16:15:59
Sincelejo,30.79,59,1007,4.9,few clouds,25/12/2025 16:14:16
Neiva,28.78,61,1007,6.26,clear sky,25/12/2025 16:15:59
Florencia,27.59,74,1007,2.06,broken clouds,25/12/2025 16:15:59
Popayán,17.6,97,1012,1.47,overcast clouds,25/12/2025 16:13:49
Pasto,13.09,95,1014,1.67,light rain,25/12/2025 16:14:16
Mocoa,25.73,74,1007,0.8,overcast clouds,25/12/2025 16:12:11
Tunja,13.38,75,1011,1.75,broken clouds,25/12/2025 16:15:00
Yopal,27.49,55,1006,2.26,overcast clouds,25/12/2025 16:16:01
Villavicencio,28.71,71,1008,2.15,overcast clouds,25/12/2025 16:16:01
Leticia,29.89,79,1005,3.58,broken clouds,25/12/2025 16:14:06
San Andrés,28.31,70,1011,5.66,light rain,25/12/2025 16:16:02
Quibdó,25.1,94,1008,2.24,scattered clouds,25/12/2025 16:16:02
Mitú,30.66,44,1004,1.36,broken clouds,25/12/2025 16:16:02
Puerto Carreño,32.99,46,1006,4.92,clear sky,25/12/2025 16:16:02
Inírida,32.23,42,1005,1.34,overcast clouds,25/12/2025 16:16:03
Bogota,16.5,62,1012,7.15,broken clouds,25/12/2025 17:13:53
Medellín,22.31,62,1011,2.57,few clouds,25/12/2025 17:13:19
Santiago de Cali,18,94,1011,4.12,drizzle,25/12/2025 17:14:59
Barranquilla,27.88,74,1008,5.66,clear sky,25/12/2025 17:15:56
Cartagena,28.79,70,1008,4.12,clear sky,25/12/2025 17:14:18
Cúcuta,26.97,61,1011,4.92,broken clouds,25/12/2025 17:13:58
Bucaramanga,24.49,64,1011,2.57,scattered clouds,25/12/2025 17:15:57
Pereira,18.37,97,1012,4.47,moderate rain,25/12/2025 17:15:58
Manizales,12.91,99,1013,4.47,broken clouds,25/12/2025 17:15:58
Armenia,17.77,92,1012,3.58,light rain,25/12/2025 17:15:58
Santa Marta,28.98,64,1008,6.71,few clouds,25/12/2025 17:14:35
Riohacha,27.84,69,1010,5.81,few clouds,25/12/2025 17:15:59
Valledupar,32.83,35,1007,6.17,few clouds,25/12/2025 17:15:59
Montería,32.95,49,1007,1.03,few clouds,25/12/2025 17:15:07
Sincelejo,28.5,69,1008,5.76,few clouds,25/12/2025 17:15:00
Neiva,28.78,61,1007,6.26,clear sky,25/12/2025 17:11:09
Florencia,27.59,74,1007,1.03,broken clouds,25/12/2025 17:16:01
Popayán,16.91,98,1013,1.09,overcast clouds,25/12/2025 17:16:01
Pasto,13.99,97,1014,1.34,light rain,25/12/2025 17:15:34
Mocoa,24.77,79,1007,0.41,overcast clouds,25/12/2025 17:16:02
Tunja,12.61,82,1013,1.6,broken clouds,25/12/2025 17:16:02
Yopal,27,56,1007,2.06,overcast clouds,25/12/2025 17:15:46
Villavicencio,28.47,72,1009,2.62,overcast clouds,25/12/2025 17:15:00
Leticia,28.02,83,1005,3.58,scattered clouds,25/12/2025 17:16:03
San Andrés,24.98,70,1011,5.14,light rain,25/12/2025 17:16:03
Quibdó,25.1,94,1008,2.57,scattered clouds,25/12/2025 17:16:04
Mitú,27.02,44,1004,0.94,broken clouds,25/12/2025 17:16:04
Puerto Carreño,31.99,48,1006,4.92,scattered clouds,25/12/2025 17:16:04
Inírida,27.79,54,1005,0.45,overcast clouds,25/12/2025 17:16:05
Bogota,14.73,77,1013,5.14,light rain,25/12/2025 18:06:52
Medellín,19.4,79,1013,2.06,few clouds,25/12/2025 18:14:19
Santiago de Cali,17.77,100,1012,3.09,light rain,25/12/2025 18:11:22
Barranquilla,26.88,78,1008,5.14,clear sky,25/12/2025 18:13:03
Cartagena,26.79,78,1009,3.6,clear sky,25/12/2025 18:15:43
Cúcuta,25.97,69,1012,1.54,broken clouds,25/12/2025 18:11:23
Bucaramanga,23.38,78,1012,2.24,scattered clouds,25/12/2025 18:15:57
Pereira,18.06,95,1013,4.47,fog,25/12/2025 18:13:36
Manizales,14.56,100,1014,1.54,mist,25/12/2025 18:11:27
Armenia,17.17,92,1013,3.58,light rain,25/12/2025 18:11:15
Santa Marta,27.87,67,1009,6.71,few clouds,25/12/2025 18:15:21
