Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Inírida,24.61,81,1008,1.71,overcast clouds,24/12/2025 0:16:22
Bogota,14.71,87,1016,1.54,broken clouds,24/12/2025 1:11:26
Medellín,19,97,1014,1.34,mist,24/12/2025 1:12:22
Santiago de Cali,21,88,1013,0.51,broken clouds,24/12/2025 1:15:56
Barranquilla,26.88,74,1009,5.66,clear sky,24/12/2025 1:15:56
Cartagena,25.79,83,1009,2.06,clear sky,24/12/2025 1:13:02
Cúcuta,20.97,100,1013,0.51,broken clouds,24/12/2025 1:15:00
Bucaramanga,20.73,83,1013,0.51,scattered clouds,24/12/2025 1:12:59
Pereira,15.54,78,1013,1.34,broken clouds,24/12/2025 1:15:35
Manizales,10.59,76,1015,1.79,broken clouds,24/12/2025 1:15:58
Armenia,15.52,78,1014,1.79,overcast clouds,24/12/2025 1:11:55
Santa Marta,26.03,65,1010,1.03,clear sky,24/12/2025 1:15:38
Riohacha,24.06,78,1012,1.03,scattered clouds,24/12/2025 1:15:59
Valledupar,24.83,65,1010,5.14,clear sky,24/12/2025 1:15:00
Montería,24.95,100,1009,0.51,clear sky,24/12/2025 1:16:01
Sincelejo,23.6,86,1009,1.72,broken clouds,24/12/2025 1:16:01
Neiva,24.94,83,1010,1.03,clear sky,24/12/2025 1:16:01
Florencia,25.59,83,1010,1.54,overcast clouds,24/12/2025 1:16:02
Popayán,15.67,99,1015,0.61,overcast clouds,24/12/2025 1:16:02
Pasto,12.09,98,1016,0.69,overcast clouds,24/12/2025 1:16:02
Mocoa,20.09,91,1013,1.68,broken clouds,24/12/2025 1:16:03
Tunja,8.64,95,1017,0.52,broken clouds,24/12/2025 1:16:03
Yopal,21.4,59,1010,1.88,scattered clouds,24/12/2025 1:15:06
Villavicencio,23.43,68,1011,2.55,broken clouds,24/12/2025 1:16:04
Leticia,24.03,100,1008,1.03,clear sky,24/12/2025 1:13:02
San Andrés,27.01,83,1013,6.17,light rain,24/12/2025 1:16:04
Quibdó,24.19,100,1010,2.06,overcast clouds,24/12/2025 1:16:05
Mitú,22.99,81,1008,1.19,moderate rain,24/12/2025 1:16:05
Puerto Carreño,24.99,83,1008,1.03,clear sky,24/12/2025 1:16:06
Inírida,24.1,82,1007,1.48,overcast clouds,24/12/2025 1:16:07
Bogota,12.6,88,1016,1.54,broken clouds,24/12/2025 2:15:55
Medellín,16.87,100,1013,0.51,broken clouds,24/12/2025 2:15:28
Santiago de Cali,21,88,1012,1.03,overcast clouds,24/12/2025 2:12:16
Barranquilla,26.88,74,1008,4.12,clear sky,24/12/2025 2:14:47
Cartagena,24.79,88,1008,1.54,clear sky,24/12/2025 2:15:56
Cúcuta,20.97,94,1013,0,few clouds,24/12/2025 2:15:58
Bucaramanga,18.73,100,1013,0.51,overcast clouds,24/12/2025 2:15:58
Pereira,15.03,78,1012,1.34,overcast clouds,24/12/2025 2:12:49
Manizales,14.9,82,1015,2.06,broken clouds,24/12/2025 2:15:59
Armenia,14.71,78,1013,1.79,overcast clouds,24/12/2025 2:15:59
Santa Marta,25.03,73,1009,1.03,clear sky,24/12/2025 2:15:59
Riohacha,23.06,83,1011,0.51,overcast clouds,24/12/2025 2:16:02
Valledupar,24.83,69,1010,5.66,clear sky,24/12/2025 2:15:00
Montería,25.95,94,1009,1.54,clear sky,24/12/2025 2:16:02
Sincelejo,22.41,86,1009,0.86,clear sky,24/12/2025 2:16:02
Neiva,24.89,83,1010,1.03,clear sky,24/12/2025 2:16:03
Florencia,23.59,94,1009,0.51,clear sky,24/12/2025 2:16:03
Popayán,15.98,99,1014,0.58,overcast clouds,24/12/2025 2:16:03
Pasto,12.09,98,1015,0.68,overcast clouds,24/12/2025 2:16:03
Mocoa,20.84,90,1012,1.31,overcast clouds,24/12/2025 2:14:26
Tunja,9.43,85,1015,0.38,overcast clouds,24/12/2025 2:16:04
Yopal,21.27,60,1009,1.75,overcast clouds,24/12/2025 2:16:04
Villavicencio,21.39,71,1010,2.72,overcast clouds,24/12/2025 2:14:56
Leticia,24.03,100,1007,1.03,clear sky,24/12/2025 2:16:05
San Andrés,27.01,83,1012,5.14,light rain,24/12/2025 2:16:05
Quibdó,24.19,100,1009,1.54,broken clouds,24/12/2025 2:16:05
Mitú,23.7,80,1007,1.21,overcast clouds,24/12/2025 2:16:06
Puerto Carreño,24.99,78,1008,2.06,clear sky,24/12/2025 2:16:06
Inírida,23.5,80,1007,1.3,overcast clouds,24/12/2025 2:16:06
Bogota,12.6,88,1016,1.54,broken clouds,24/12/2025 3:15:15
Medellín,17.87,94,1013,0.51,broken clouds,24/12/2025 3:15:00
Santiago de Cali,20,94,1011,1.03,overcast clouds,24/12/2025 3:13:36
Barranquilla,26.88,69,1009,4.63,clear sky,24/12/2025 3:15:56
Cartagena,24.79,88,1008,2.06,clear sky,24/12/2025 3:15:56
Cúcuta,20.97,88,1013,0.51,scattered clouds,24/12/2025 3:15:56
Bucaramanga,19.73,94,1012,0.51,broken clouds,24/12/2025 3:15:57
Pereira,15.23,78,1012,1.34,overcast clouds,24/12/2025 3:15:57
Manizales,13.9,88,1015,2.06,clear sky,24/12/2025 3:15:41
Armenia,14.46,78,1013,1.79,overcast clouds,24/12/2025 3:15:58
Santa Marta,24.03,83,1009,1.03,clear sky,24/12/2025 3:15:58
Riohacha,25.06,73,1011,2.06,overcast clouds,24/12/2025 3:15:59
Valledupar,23.83,73,1010,5.66,clear sky,24/12/2025 3:15:00
Montería,25.95,94,1009,1.03,clear sky,24/12/2025 3:16:00
Sincelejo,22.43,85,1009,1.49,clear sky,24/12/2025 3:14:52
Neiva,24.89,83,1010,0.89,broken clouds,24/12/2025 3:16:01
Florencia,22.59,100,1008,0.51,clear sky,24/12/2025 3:16:02
Popayán,15.91,98,1013,0.59,overcast clouds,24/12/2025 3:16:02
Pasto,12.09,98,1015,0.59,broken clouds,24/12/2025 3:16:02
Mocoa,20.5,90,1012,1.47,overcast clouds,24/12/2025 3:16:03
Tunja,9.58,81,1014,0.58,overcast clouds,24/12/2025 3:16:03
Yopal,21.05,61,1009,1.72,overcast clouds,24/12/2025 3:16:03
Villavicencio,21.2,71,1010,2.81,overcast clouds,24/12/2025 3:14:56
Leticia,24.03,94,1007,0.51,clear sky,24/12/2025 3:16:04
San Andrés,27.01,83,1012,4.63,light rain,24/12/2025 3:15:39
Quibdó,22.42,99,1009,0.93,overcast clouds,24/12/2025 3:16:05
Mitú,23.1,82,1007,1.11,overcast clouds,24/12/2025 3:16:05
Puerto Carreño,23.99,83,1008,2.57,clear sky,24/12/2025 3:16:05
Inírida,23.78,80,1007,0.93,overcast clouds,24/12/2025 3:16:06
Bogota,12.6,88,1016,1.34,broken clouds,24/12/2025 4:12:09
Medellín,17.87,94,1013,0.51,broken clouds,24/12/2025 4:14:20
Santiago de Cali,21,88,1012,0.51,overcast clouds,24/12/2025 4:15:55
Barranquilla,25.88,73,1009,3.6,clear sky,24/12/2025 4:14:20
Cartagena,24.79,83,1009,2.06,clear sky,24/12/2025 4:15:02
Cúcuta,19.97,94,1014,1.03,clear sky,24/12/2025 4:15:00
Bucaramanga,19.73,94,1013,0.51,overcast clouds,24/12/2025 4:15:56
Pereira,15.23,78,1012,1.34,overcast clouds,24/12/2025 4:15:57
Manizales,13.9,82,1016,2.06,broken clouds,24/12/2025 4:15:57
Armenia,13.95,78,1013,1.79,overcast clouds,24/12/2025 4:15:57
Santa Marta,24.03,73,1010,1.03,clear sky,24/12/2025 4:15:57
Riohacha,23.06,83,1012,1.54,broken clouds,24/12/2025 4:15:58
Valledupar,23.83,73,1011,4.63,clear sky,24/12/2025 4:15:00
Montería,24.95,100,1009,0.51,clear sky,24/12/2025 4:15:58
Sincelejo,22.33,84,1009,2.13,scattered clouds,24/12/2025 4:15:58
Neiva,24.89,83,1010,1.03,overcast clouds,24/12/2025 4:15:59
Florencia,24.59,78,1009,2.06,few clouds,24/12/2025 4:15:59
Popayán,15.75,99,1014,0.37,overcast clouds,24/12/2025 4:15:59
Pasto,11.09,98,1015,0.61,broken clouds,24/12/2025 4:15:59
Mocoa,20.28,89,1012,1.51,overcast clouds,24/12/2025 4:16:00
Tunja,8.36,83,1015,0.74,overcast clouds,24/12/2025 4:16:00
Yopal,20.89,61,1009,1.7,overcast clouds,24/12/2025 4:15:38
Villavicencio,21.03,71,1010,2.6,overcast clouds,24/12/2025 4:14:56
Leticia,22.72,98,1007,1.13,overcast clouds,24/12/2025 4:16:01
San Andrés,27.01,83,1012,4.63,light rain,24/12/2025 4:16:01
Quibdó,24.19,100,1010,1.54,overcast clouds,24/12/2025 4:16:01
Mitú,22.68,83,1007,0.94,overcast clouds,24/12/2025 4:16:01
Puerto Carreño,22.99,88,1008,2.06,clear sky,24/12/2025 4:16:02
Inírida,22.78,90,1007,0.74,overcast clouds,24/12/2025 4:16:02
Bogota,12.6,88,1016,1.34,broken clouds,24/12/2025 5:12:02
Medellín,17.87,94,1014,0.51,broken clouds,24/12/2025 5:11:51
Santiago de Cali,20,94,1012,1.54,overcast clouds,24/12/2025 5:11:51
Barranquilla,25.88,69,1009,3.6,clear sky,24/12/2025 5:15:20
Cartagena,23.79,88,1009,1.03,clear sky,24/12/2025 5:11:08
Cúcuta,19.97,94,1014,0.51,clear sky,24/12/2025 5:12:56
Bucaramanga,19.73,94,1013,1.54,overcast clouds,24/12/2025 5:15:57
Pereira,15.23,78,1013,1.34,overcast clouds,24/12/2025 5:11:49
Manizales,13.9,82,1017,2.57,broken clouds,24/12/2025 5:15:59
Armenia,13.91,78,1014,1.79,overcast clouds,24/12/2025 5:15:59
Santa Marta,23.03,78,1010,1.03,clear sky,24/12/2025 5:15:59
Riohacha,22.06,88,1012,0.51,overcast clouds,24/12/2025 5:16:00
Valledupar,23.83,73,1011,5.14,clear sky,24/12/2025 5:11:16
Montería,24.95,100,1009,0.51,broken clouds,24/12/2025 5:16:00
Sincelejo,22.09,86,1009,2.44,scattered clouds,24/12/2025 5:16:01
Neiva,24.89,83,1011,1.54,overcast clouds,24/12/2025 5:15:37
Florencia,23.59,83,1010,2.06,clear sky,24/12/2025 5:16:02
Popayán,15.76,99,1014,0.44,overcast clouds,24/12/2025 5:16:02
Pasto,11.09,98,1016,0.7,overcast clouds,24/12/2025 5:16:02
Mocoa,20.33,89,1013,1.63,overcast clouds,24/12/2025 5:12:52
Tunja,7.5,84,1016,0.69,overcast clouds,24/12/2025 5:16:03
Yopal,20.74,61,1010,1.75,overcast clouds,24/12/2025 5:15:35
Villavicencio,20.9,70,1011,2.55,overcast clouds,24/12/2025 5:14:06
Leticia,24.03,94,1008,0.51,clear sky,24/12/2025 5:16:04
San Andrés,27.01,83,1012,4.12,light rain,24/12/2025 5:16:04
Quibdó,24.19,100,1010,1.54,overcast clouds,24/12/2025 5:16:05
Mitú,22.32,84,1008,0.74,overcast clouds,24/12/2025 5:16:05
Puerto Carreño,22.99,88,1009,2.06,clear sky,24/12/2025 5:16:05
Inírida,23.04,91,1008,0.43,overcast clouds,24/12/2025 5:16:06
Bogota,12.59,91,1018,2.24,fog,24/12/2025 6:12:25
Medellín,17.28,94,1015,0.89,broken clouds,24/12/2025 6:12:35
Santiago de Cali,19,100,1013,0.51,scattered clouds,24/12/2025 6:15:57
Barranquilla,25.88,73,1010,2.57,few clouds,24/12/2025 6:15:57
Cartagena,23.79,88,1010,1.54,clear sky,24/12/2025 6:15:00
Cúcuta,20.97,88,1015,0.51,broken clouds,24/12/2025 6:15:00
Bucaramanga,19.49,94,1014,1.34,few clouds,24/12/2025 6:15:59
Pereira,18.2,97,1014,3.09,overcast clouds,24/12/2025 6:13:49
Manizales,12.79,82,1018,2.24,fog,24/12/2025 6:16:00
Armenia,13.91,78,1015,1.79,overcast clouds,24/12/2025 6:16:01
Santa Marta,22.75,78,1011,1.03,scattered clouds,24/12/2025 6:16:01
Riohacha,21.73,88,1013,1.03,broken clouds,24/12/2025 6:16:02
Valledupar,23.83,73,1012,4.63,clear sky,24/12/2025 6:15:00
Montería,24.95,100,1010,0.51,broken clouds,24/12/2025 6:16:03
Sincelejo,21.89,87,1010,2.32,broken clouds,24/12/2025 6:16:04
Neiva,24.89,83,1012,1.34,overcast clouds,24/12/2025 6:16:04
Florencia,23.59,83,1010,1.03,clear sky,24/12/2025 6:14:28
Popayán,15.59,99,1015,0.45,overcast clouds,24/12/2025 6:16:07
Pasto,13.44,98,1017,0.45,overcast clouds,24/12/2025 6:14:36
Mocoa,20.38,88,1013,1.35,overcast clouds,24/12/2025 6:16:08
Tunja,7.08,84,1017,0.97,overcast clouds,24/12/2025 6:16:08
Yopal,20.78,60,1010,2.02,overcast clouds,24/12/2025 6:16:09
Villavicencio,20.75,69,1011,2.06,overcast clouds,24/12/2025 6:15:00
Leticia,24.02,94,1009,1.54,overcast clouds,24/12/2025 6:14:11
San Andrés,23.87,83,1013,4.12,light rain,24/12/2025 6:16:10
Quibdó,23.99,100,1011,1.34,broken clouds,24/12/2025 6:16:10
Mitú,19.8,85,1009,0.62,overcast clouds,24/12/2025 6:13:59
Puerto Carreño,22.99,88,1010,3.09,clear sky,24/12/2025 6:16:11
Inírida,22.79,92,1009,0.45,overcast clouds,24/12/2025 6:16:12
Bogota,12.59,93,1018,2.24,fog,24/12/2025 7:13:26
Medellín,17.36,91,1016,1.54,scattered clouds,24/12/2025 7:15:00
Santiago de Cali,17.77,100,1014,1.54,haze,24/12/2025 7:15:56
Barranquilla,24.88,83,1011,1.03,clear sky,24/12/2025 7:15:56
Cartagena,23.79,88,1011,1.34,clear sky,24/12/2025 7:14:07
Cúcuta,20.97,88,1015,1.03,scattered clouds,24/12/2025 7:15:55
Bucaramanga,19.49,94,1015,1.34,overcast clouds,24/12/2025 7:13:22
Pereira,17.41,95,1015,2.24,overcast clouds,24/12/2025 7:15:00
Manizales,12.79,94,1018,2.24,drizzle,24/12/2025 7:15:58
Armenia,14.55,83,1016,1.34,overcast clouds,24/12/2025 7:15:58
Santa Marta,23.86,78,1012,1.54,scattered clouds,24/12/2025 7:15:59
Riohacha,21.73,88,1013,1.54,few clouds,24/12/2025 7:15:59
Valledupar,23.83,73,1012,4.63,clear sky,24/12/2025 7:15:59
Montería,24.95,100,1011,0,haze,24/12/2025 7:16:00
Sincelejo,22.46,87,1011,2.74,broken clouds,24/12/2025 7:16:00
Neiva,24.89,83,1013,2.24,overcast clouds,24/12/2025 7:15:37
Florencia,23.59,83,1011,0.51,overcast clouds,24/12/2025 7:16:00
Popayán,16.01,99,1016,0.63,overcast clouds,24/12/2025 7:12:38
Pasto,13.99,98,1016,0.45,overcast clouds,24/12/2025 7:16:01
Mocoa,21.27,87,1014,1.29,overcast clouds,24/12/2025 7:16:02
Tunja,9.21,80,1017,0.52,overcast clouds,24/12/2025 7:16:02
Yopal,22.89,57,1011,1.23,overcast clouds,24/12/2025 7:15:39
Villavicencio,21.65,72,1012,1.94,overcast clouds,24/12/2025 7:14:57
Leticia,24.02,99,1009,1.54,scattered clouds,24/12/2025 7:16:03
San Andrés,23.87,78,1014,3.6,light rain,24/12/2025 7:16:03
Quibdó,23.99,100,1012,1.34,mist,24/12/2025 7:16:03
Mitú,24.3,76,1010,0.48,overcast clouds,24/12/2025 7:16:04
Puerto Carreño,23.99,88,1010,3.09,few clouds,24/12/2025 7:16:04
Inírida,22.79,92,1010,0.45,overcast clouds,24/12/2025 7:16:04
Bogota,12.6,93,1018,2.57,fog,24/12/2025 8:14:04
Medellín,17.32,89,1016,1.34,overcast clouds,24/12/2025 8:14:33
Santiago de Cali,19.43,94,1014,1.03,overcast clouds,24/12/2025 8:15:56
Barranquilla,26.88,74,1011,2.06,clear sky,24/12/2025 8:15:57
Cartagena,26.79,78,1012,1.54,clear sky,24/12/2025 8:11:26
Cúcuta,24.97,65,1016,1.03,scattered clouds,24/12/2025 8:13:16
Bucaramanga,19.49,94,1015,1.34,overcast clouds,24/12/2025 8:11:03
Pereira,16.63,92,1016,3.58,overcast clouds,24/12/2025 8:14:34
Manizales,13.23,99,1017,1.54,light intensity drizzle,24/12/2025 8:16:00
Armenia,15.25,87,1017,1.34,overcast clouds,24/12/2025 8:16:00
Santa Marta,26.58,64,1012,3.58,overcast clouds,24/12/2025 8:16:00
Riohacha,22.84,88,1014,3.6,few clouds,24/12/2025 8:16:01
Valledupar,25.83,65,1013,5.14,clear sky,24/12/2025 8:16:01
Montería,26.95,94,1012,1.54,haze,24/12/2025 8:16:02
Sincelejo,24.57,89,1012,2.93,scattered clouds,24/12/2025 8:14:08
Neiva,24.89,83,1013,2.57,broken clouds,24/12/2025 8:16:02
Florencia,24.59,83,1011,0.51,broken clouds,24/12/2025 8:15:56
Popayán,16.39,94,1016,0.42,overcast clouds,24/12/2025 8:14:06
Pasto,13.99,92,1017,0.45,overcast clouds,24/12/2025 8:16:04
Mocoa,23.45,82,1013,0.96,overcast clouds,24/12/2025 8:16:04
Tunja,10.38,85,1017,0.46,overcast clouds,24/12/2025 8:16:05
Yopal,26.13,48,1012,2.16,overcast clouds,24/12/2025 8:16:05
Villavicencio,25.48,78,1014,1.06,overcast clouds,24/12/2025 8:16:05
Leticia,25.03,100,1010,1.54,scattered clouds,24/12/2025 8:16:06
San Andrés,27.01,78,1015,4.12,scattered clouds,24/12/2025 8:16:06
Quibdó,23.99,100,1013,1.34,mist,24/12/2025 8:16:07
Mitú,24.8,61,1010,1.82,scattered clouds,24/12/2025 8:16:07
Puerto Carreño,25.99,78,1011,4.63,clear sky,24/12/2025 8:16:07
Inírida,26.68,73,1010,1.34,scattered clouds,24/12/2025 8:18:08
Bogota,12.6,93,1017,2.68,overcast clouds,24/12/2025 9:02:51
Medellín,19.02,80,1016,1.54,scattered clouds,24/12/2025 9:13:02
Santiago de Cali,19.99,88,1014,1.03,broken clouds,24/12/2025 9:12:37
Barranquilla,28.88,65,1012,2.57,clear sky,24/12/2025 9:15:41
Cartagena,27.79,69,1012,1.54,clear sky,24/12/2025 9:13:00
Cúcuta,25.97,61,1016,0.51,scattered clouds,24/12/2025 9:13:23
Bucaramanga,22.27,73,1015,1.03,broken clouds,24/12/2025 9:15:39
Pereira,17.89,97,1017,3.58,light intensity drizzle,24/12/2025 9:13:50
Manizales,15.49,100,1017,1.03,light intensity drizzle,24/12/2025 9:15:41
Armenia,18.43,92,1017,1.03,overcast clouds,24/12/2025 9:12:48
Santa Marta,28.12,61,1012,4.47,broken clouds,24/12/2025 9:13:13
Riohacha,25.06,78,1014,5.14,scattered clouds,24/12/2025 9:16:01
Valledupar,27.83,61,1014,6.17,clear sky,24/12/2025 9:11:47
Montería,28.95,84,1012,1.03,scattered clouds,24/12/2025 9:16:02
Sincelejo,26.55,82,1012,3.22,broken clouds,24/12/2025 9:16:03
Neiva,24.89,83,1013,2.68,broken clouds,24/12/2025 9:11:23
Florencia,26.59,78,1011,1.54,broken clouds,24/12/2025 9:16:04
Popayán,17.23,92,1017,1.26,overcast clouds,24/12/2025 9:16:04
Pasto,12.33,88,1017,1.34,light rain,24/12/2025 9:16:05
Mocoa,25.37,77,1012,1.06,broken clouds,24/12/2025 9:16:05
Tunja,11.7,77,1016,0.63,overcast clouds,24/12/2025 9:16:06
Yopal,28.03,43,1012,2.47,scattered clouds,24/12/2025 9:16:06
Villavicencio,26.95,73,1014,1.62,overcast clouds,24/12/2025 9:14:57
Leticia,27.01,94,1010,2.06,scattered clouds,24/12/2025 9:16:07
San Andrés,27.76,74,1015,4.12,light rain,24/12/2025 9:13:00
Quibdó,23.99,100,1012,1.54,drizzle,24/12/2025 9:15:02
Mitú,28.05,58,1011,2.05,scattered clouds,24/12/2025 9:16:08
Puerto Carreño,27.99,69,1011,4.12,few clouds,24/12/2025 9:16:08
Inírida,26.68,73,1010,1.34,overcast clouds,24/12/2025 9:16:08
Bogota,12.49,93,1016,1.54,scattered clouds,24/12/2025 10:09:46
Medellín,22.31,73,1015,1.34,scattered clouds,24/12/2025 10:15:01
Santiago de Cali,21.1,83,1014,1.03,haze,24/12/2025 10:15:46
Barranquilla,29.88,66,1011,3.09,few clouds,24/12/2025 10:15:55
Cartagena,30.79,62,1012,1.34,few clouds,24/12/2025 10:12:28
Cúcuta,27.97,57,1016,1.54,scattered clouds,24/12/2025 10:11:43
Bucaramanga,22.27,73,1015,3.6,broken clouds,24/12/2025 10:15:56
Pereira,17.9,95,1017,3.58,overcast clouds,24/12/2025 10:15:57
Manizales,15.77,100,1016,3.09,fog,24/12/2025 10:15:57
Armenia,17.82,92,1016,0.89,overcast clouds,24/12/2025 10:15:57
Santa Marta,28.3,58,1012,4.47,scattered clouds,24/12/2025 10:15:58
Riohacha,27.84,69,1013,6.69,scattered clouds,24/12/2025 10:15:58
Valledupar,29.83,51,1013,6.17,clear sky,24/12/2025 10:15:58
Montería,30.95,66,1012,1.54,broken clouds,24/12/2025 10:15:58
Sincelejo,28.07,76,1012,3.14,scattered clouds,24/12/2025 10:15:58
Neiva,24.89,83,1013,2.68,broken clouds,24/12/2025 10:15:58
Florencia,28.59,70,1012,2.06,broken clouds,24/12/2025 10:15:59
Popayán,18.79,84,1016,1.23,overcast clouds,24/12/2025 10:15:59
Pasto,17.33,88,1017,1.34,light rain,24/12/2025 10:15:59
Mocoa,27.99,72,1012,2.09,scattered clouds,24/12/2025 10:16:00
Tunja,13.32,72,1015,1.16,broken clouds,24/12/2025 10:15:40
Yopal,29.6,39,1012,2.77,scattered clouds,24/12/2025 10:16:00
Villavicencio,27.87,71,1014,1.86,overcast clouds,24/12/2025 10:15:00
Leticia,29.02,89,1010,2.57,few clouds,24/12/2025 10:16:01
San Andrés,29.01,74,1015,4.63,light rain,24/12/2025 10:16:01
Quibdó,25.1,94,1012,1.54,scattered clouds,24/12/2025 10:16:01
Mitú,29.8,52,1011,2.18,broken clouds,24/12/2025 10:16:01
Puerto Carreño,28.99,65,1011,4.12,clear sky,24/12/2025 10:16:01
Inírida,31.68,63,1010,1.34,broken clouds,24/12/2025 10:16:01
Bogota,16.49,63,1014,2.24,broken clouds,24/12/2025 11:15:03
Medellín,22.35,79,1014,1.34,broken clouds,24/12/2025 11:14:03
Santiago de Cali,27,61,1014,2.06,few clouds,24/12/2025 11:15:07
Barranquilla,29.88,62,1012,4.12,few clouds,24/12/2025 11:14:16
Cartagena,29.79,62,1012,3.09,clear sky,24/12/2025 11:15:07
Cúcuta,27.97,61,1015,3.6,scattered clouds,24/12/2025 11:12:50
Bucaramanga,23.38,68,1015,3.58,scattered clouds,24/12/2025 11:15:57
Pereira,19.75,90,1016,3.58,fog,24/12/2025 11:15:47
Manizales,16.9,100,1016,1.54,fog,24/12/2025 11:12:36
Armenia,17.16,91,1016,1.34,overcast clouds,24/12/2025 11:15:58
Santa Marta,30.65,58,1012,3.13,few clouds,24/12/2025 11:14:55
Riohacha,27.84,69,1013,6.26,scattered clouds,24/12/2025 11:15:59
Valledupar,31.83,40,1013,7.2,clear sky,24/12/2025 11:15:59
Montería,31.95,62,1012,1.03,broken clouds,24/12/2025 11:16:00
Sincelejo,28.86,67,1012,2.78,scattered clouds,24/12/2025 11:16:00
Neiva,24.89,83,1012,2.68,broken clouds,24/12/2025 11:16:00
Florencia,29.59,66,1011,2.06,broken clouds,24/12/2025 11:16:01
Popayán,20.39,73,1015,1.99,overcast clouds,24/12/2025 11:16:01
Pasto,15.66,85,1016,1.79,light rain,24/12/2025 11:15:19
Mocoa,27.18,67,1011,2.32,scattered clouds,24/12/2025 11:16:02
Tunja,14.46,65,1014,1.32,broken clouds,24/12/2025 11:16:02
Yopal,31.11,35,1011,3.07,scattered clouds,24/12/2025 11:12:22
Villavicencio,29.81,58,1013,1.86,overcast clouds,24/12/2025 11:13:11
Leticia,30.03,84,1011,3.09,few clouds,24/12/2025 11:13:46
San Andrés,26.09,74,1015,5.66,few clouds,24/12/2025 11:16:03
Quibdó,25.1,94,1012,1.54,broken clouds,24/12/2025 11:16:03
Mitú,29.8,48,1010,2.13,broken clouds,24/12/2025 11:13:33
Puerto Carreño,30.99,55,1010,5.14,scattered clouds,24/12/2025 11:16:04
Inírida,31.68,63,1009,1.34,broken clouds,24/12/2025 11:16:04
Bogota,16.49,63,1013,2.24,overcast clouds,24/12/2025 12:13:56
Medellín,22.89,73,1013,2.06,scattered clouds,24/12/2025 12:15:02
Santiago de Cali,23.88,61,1012,2.57,haze,24/12/2025 12:14:12
Barranquilla,30.88,58,1012,5.14,clear sky,24/12/2025 12:15:55
Cartagena,30.79,58,1011,2.68,clear sky,24/12/2025 12:13:37
Cúcuta,28.97,58,1015,4.63,scattered clouds,24/12/2025 12:15:00
Bucaramanga,23.38,68,1015,3.58,scattered clouds,24/12/2025 12:12:16
Pereira,20.18,83,1015,0.45,overcast clouds,24/12/2025 12:15:00
Manizales,17.68,94,1015,2.06,fog,24/12/2025 12:15:57
Armenia,20.62,78,1015,1.34,overcast clouds,24/12/2025 12:15:57
Santa Marta,29.97,64,1011,3.13,few clouds,24/12/2025 12:15:43
Riohacha,30.62,51,1012,5.81,scattered clouds,24/12/2025 12:15:57
Valledupar,32.83,35,1012,7.72,clear sky,24/12/2025 12:15:57
Montería,31.95,58,1011,1.03,broken clouds,24/12/2025 12:11:18
Sincelejo,29.6,63,1011,2.28,scattered clouds,24/12/2025 12:14:25
Neiva,27.67,69,1011,2.68,broken clouds,24/12/2025 12:15:58
Florencia,30.59,62,1010,2.06,broken clouds,24/12/2025 12:11:57
Popayán,21.85,64,1013,2.16,broken clouds,24/12/2025 12:15:44
Pasto,16.22,84,1015,1.79,light rain,24/12/2025 12:15:59
Mocoa,27.42,66,1011,2.1,broken clouds,24/12/2025 12:15:59
Tunja,14.54,64,1013,1.66,broken clouds,24/12/2025 12:16:00
Yopal,31.94,33,1009,3.12,scattered clouds,24/12/2025 12:14:18
Villavicencio,30.26,56,1011,2.16,overcast clouds,24/12/2025 12:16:00
Leticia,31.03,79,1009,1.54,few clouds,24/12/2025 12:16:00
San Andrés,28.31,70,1015,5.66,few clouds,24/12/2025 12:16:00
Quibdó,26.77,83,1011,2.57,moderate rain,24/12/2025 12:13:31
Mitú,32.58,46,1009,2.02,broken clouds,24/12/2025 12:15:13
Puerto Carreño,31.99,51,1010,5.14,scattered clouds,24/12/2025 12:16:01
Inírida,31.68,63,1008,1.34,overcast clouds,24/12/2025 12:16:02
Bogota,16.49,63,1012,2.24,overcast clouds,24/12/2025 13:02:59
Medellín,22.84,74,1012,2.06,broken clouds,24/12/2025 13:15:54
Santiago de Cali,26.1,57,1011,2.06,haze,24/12/2025 13:15:07
Barranquilla,30.88,55,1011,4.63,clear sky,24/12/2025 13:15:56
Cartagena,31.79,58,1010,5.66,clear sky,24/12/2025 13:15:00
Cúcuta,28.97,58,1013,4.47,scattered clouds,24/12/2025 13:12:25
Bucaramanga,23.38,68,1014,3.58,scattered clouds,24/12/2025 13:13:01
Pereira,21.31,84,1013,3.09,broken clouds,24/12/2025 13:14:47
Manizales,17.4,91,1013,2.57,fog,24/12/2025 13:15:57
Armenia,20.6,78,1013,2.24,overcast clouds,24/12/2025 13:11:37
Santa Marta,29.23,67,1010,3.13,few clouds,24/12/2025 13:15:57
Riohacha,30.62,51,1011,5.81,scattered clouds,24/12/2025 13:12:18
Valledupar,33.83,33,1011,7.2,few clouds,24/12/2025 13:13:47
Montería,32.95,58,1010,1.03,scattered clouds,24/12/2025 13:15:58
